payment_id,order_id,payment_type,payment_amount,payment_date,payment_status
2444,2444,upi,703614,2023-03-05,return
2445,2445,card,874401,2025-06-18,completed
2446,2446,card,962402,2025-07-20,return
2447,2447,cash,415764,2025-04-06,completed
2448,2448,cash,154415,2026-06-11,completed
2449,2449,card,943292,2024-02-19,completed
2450,2450,cash,266116,2025-04-16,return
2451,2451,card,1023958,2023-12-16,failed
2452,2452,cash,780808,2025-07-30,completed
2453,2453,cash,1122604,2023-06-27,completed
2454,2454,card,1076965,2025-07-28,pending
2455,2455,cash,1512428,2026-03-25,completed
2456,2456,upi,25172,2023-01-10,failed
2457,2457,upi,96584,2025-09-17,completed
2458,2458,upi,42357,2024-02-26,completed
2459,2459,card,53160,2024-03-15,completed
2460,2460,upi,925484,2026-05-06,completed
2461,2461,card,36868,2023-01-26,completed
2462,2462,upi,282188,2025-09-28,completed
2463,2463,card,908702,2024-11-09,completed
2464,2464,upi,845288,2025-06-03,return
2465,2465,card,512290,2025-09-02,completed
2466,2466,upi,1563776,2025-02-19,completed
2467,2467,cash,309424,2025-10-28,completed
2468,2468,upi,707897,2023-05-09,completed
2469,2469,card,1903764,2024-03-03,completed
2470,2470,card,1240133,2024-05-12,completed
2471,2471,card,323476,2023-12-02,completed
2472,2472,cash,781550,2024-06-13,pending
2473,2473,upi,78777,2024-05-24,failed
2474,2474,card,1617133,2026-07-16,failed
2475,2475,card,85721,2023-04-08,return
2476,2476,upi,122940,2026-06-30,completed
2477,2477,upi,856686,2026-06-03,completed
2478,2478,upi,500956,2025-10-19,completed
2479,2479,cash,697992,2024-06-27,completed
2480,2480,card,1137401,2024-05-19,completed
2481,2481,upi,889372,2026-06-14,completed
2482,2482,upi,203868,2025-05-18,return
2483,2483,cash,581121,2025-06-25,completed
2484,2484,upi,245100,2025-05-08,failed
2485,2485,cash,1273954,2024-04-14,completed
2486,2486,upi,479926,2023-01-07,pending
2487,2487,card,1070711,2024-06-05,completed
2488,2488,upi,1205970,2024-08-31,completed
2489,2489,card,132236,2025-06-16,completed
2490,2490,card,1687560,2025-07-27,pending
2491,2491,card,117842,2023-01-04,return
2492,2492,card,232465,2025-03-24,completed
2493,2493,card,737378,2024-12-01,completed
2494,2494,cash,534832,2026-07-25,pending
2495,2495,upi,2127622,2024-01-19,failed
2496,2496,card,712676,2024-10-24,completed
2497,2497,cash,238918,2023-11-17,failed
2498,2498,cash,765204,2023-06-01,completed
2499,2499,card,751379,2026-01-20,completed
2500,2500,cash,723333,2023-03-02,failed
2501,2501,cash,898134,2026-06-17,completed
2502,2502,cash,249986,2024-10-31,completed
2503,2503,cash,12537,2023-06-29,return
2504,2504,upi,743552,2024-10-29,pending
2505,2505,cash,66800,2024-07-12,completed
2506,2506,card,2200100,2026-03-27,completed
2507,2507,cash,597652,2025-07-06,completed
2508,2508,cash,1542276,2023-02-04,completed
2509,2509,cash,1237199,2025-08-03,return
2510,2510,card,183868,2026-02-13,completed
2511,2511,card,988814,2023-08-25,completed
2512,2512,upi,1153136,2024-12-12,completed
2513,2513,cash,302974,2026-06-05,return
2514,2514,upi,460300,2026-02-15,completed
2515,2515,card,1768805,2024-07-21,completed
2516,2516,card,976311,2023-08-29,completed
2517,2517,cash,1312884,2025-10-12,completed
2518,2518,cash,330285,2025-09-22,completed
2519,2519,cash,1467671,2025-09-19,completed
2520,2520,upi,684393,2024-06-27,completed
2521,2521,upi,321820,2026-03-14,failed
2522,2522,card,1417042,2026-07-28,pending
2523,2523,cash,832785,2026-03-16,completed
2524,2524,upi,805648,2024-04-02,failed
2525,2525,upi,194462,2024-01-20,failed
2526,2526,cash,4873,2025-05-11,completed
2527,2527,cash,99501,2023-07-11,completed
2528,2528,card,52325,2023-06-20,completed
2529,2529,card,1776348,2024-04-21,completed
2530,2530,upi,721905,2024-10-19,completed
2531,2531,cash,1487866,2026-03-16,pending
2532,2532,card,670181,2023-08-29,completed
2533,2533,card,224470,2024-02-08,completed
2534,2534,card,485280,2024-01-27,completed
2535,2535,cash,914825,2025-03-14,pending
2536,2536,upi,779792,2026-05-21,completed
2537,2537,upi,421996,2025-11-09,completed
2538,2538,upi,380512,2023-09-22,completed
2539,2539,card,1279113,2023-03-16,completed
2540,2540,upi,325376,2024-05-28,completed
2541,2541,upi,96682,2023-09-14,completed
2542,2542,card,1006554,2023-08-08,completed
2543,2543,upi,695358,2026-06-09,return
2544,2544,card,715298,2025-01-11,completed
2545,2545,card,110716,2024-01-01,completed
2546,2546,upi,1159218,2023-01-23,pending
2547,2547,card,1264279,2026-07-13,completed
2548,2548,cash,90235,2023-03-08,completed
2549,2549,upi,229364,2026-06-01,completed
2550,2550,card,82215,2026-07-02,completed
2551,2551,card,74478,2025-09-19,completed
2552,2552,upi,448926,2025-07-28,completed
2553,2553,upi,235094,2024-10-08,completed
2554,2554,upi,411314,2026-04-14,completed
2555,2555,upi,2214490,2026-04-10,completed
2556,2556,upi,2649022,2023-10-22,completed
2557,2557,card,518421,2023-01-16,completed
2558,2558,card,257022,2024-09-25,completed
2559,2559,cash,1143072,2024-09-23,completed
2560,2560,cash,210355,2024-04-21,completed
2561,2561,card,84663,2026-06-05,return
2562,2562,card,545672,2023-12-17,completed
2563,2563,upi,735393,2025-10-12,completed
2564,2564,upi,483675,2024-04-13,completed
2565,2565,upi,1399943,2026-02-25,completed
2566,2566,card,804602,2023-03-04,completed
2567,2567,upi,229712,2023-09-19,completed
2568,2568,cash,750848,2023-01-13,pending
2569,2569,upi,3969051,2024-10-26,completed
2570,2570,card,983154,2024-09-13,pending
2571,2571,upi,2520146,2024-05-08,completed
2572,2572,cash,190635,2024-10-16,completed
2573,2573,upi,593071,2023-01-11,return
2574,2574,card,433143,2024-04-18,completed
2575,2575,cash,2791718,2023-08-27,completed
2576,2576,cash,1621196,2023-12-23,failed
2577,2577,card,535859,2024-07-26,completed
2578,2578,upi,118633,2023-06-18,completed
2579,2579,upi,268152,2023-04-29,completed
2580,2580,upi,2467916,2023-02-19,completed
2581,2581,card,212291,2023-10-19,completed
2582,2582,cash,671928,2025-11-19,completed
2583,2583,upi,194364,2023-02-11,failed
2584,2584,upi,1395270,2025-03-27,pending
2585,2585,card,1498248,2025-08-26,completed
2586,2586,upi,642797,2025-12-27,completed
2587,2587,card,700407,2026-02-15,completed
2588,2588,card,92550,2025-10-30,completed
2589,2589,card,647153,2025-07-05,completed
2590,2590,upi,2155359,2024-04-15,pending
2591,2591,upi,13316,2025-11-04,completed
2592,2592,upi,1391688,2025-11-01,completed
2593,2593,upi,230483,2023-10-31,failed
2594,2594,cash,152181,2023-02-03,completed
2595,2595,upi,867444,2024-03-19,completed
2596,2596,upi,530118,2026-05-07,completed
2597,2597,upi,26590,2024-09-28,completed
2598,2598,upi,46112,2025-10-23,pending
2599,2599,card,455469,2024-02-16,completed
2600,2600,card,118550,2023-12-01,completed
2601,2601,card,508549,2026-01-23,pending
2602,2602,card,1328952,2025-09-02,completed
2603,2603,cash,1921426,2025-04-20,completed
2604,2604,upi,285701,2026-03-14,completed
2605,2605,upi,271486,2026-06-24,completed
2606,2606,cash,71436,2023-01-08,failed
2607,2607,upi,838916,2025-03-05,completed
2608,2608,upi,1223827,2026-01-09,completed
2609,2609,cash,2450353,2025-09-23,pending
2610,2610,upi,1349730,2023-04-03,completed
2611,2611,card,117500,2023-12-08,completed
2612,2612,upi,585988,2024-05-11,completed
2613,2613,upi,1737708,2024-04-26,completed
2614,2614,upi,147084,2026-04-01,completed
2615,2615,card,826408,2025-11-04,completed
2616,2616,card,1981755,2024-07-19,completed
2617,2617,card,131527,2023-06-23,completed
2618,2618,upi,336000,2026-06-19,pending
2619,2619,cash,942466,2024-10-27,completed
2620,2620,cash,1454815,2026-01-20,pending
2621,2621,card,2334177,2026-03-26,completed
2622,2622,card,161749,2025-08-08,failed
2623,2623,upi,1357670,2025-12-28,completed
2624,2624,card,349215,2024-08-04,pending
2625,2625,upi,1188353,2024-10-23,completed
2626,2626,card,1584334,2024-01-02,completed
2627,2627,card,49019,2026-04-30,completed
2628,2628,upi,596747,2024-01-26,completed
2629,2629,cash,3888688,2023-02-28,completed
2630,2630,upi,303379,2023-01-28,completed
2631,2631,upi,2213059,2024-04-21,return
2632,2632,card,211450,2024-06-23,completed
2633,2633,upi,68284,2025-09-28,failed
2634,2634,card,205899,2024-05-12,failed
2635,2635,card,1264601,2026-01-11,completed
2636,2636,cash,770419,2026-07-20,failed
2637,2637,upi,277725,2025-12-14,completed
2638,2638,card,254755,2023-07-04,completed
2639,2639,card,166982,2025-05-25,completed
2640,2640,cash,1365841,2024-08-30,completed
2641,2641,card,690836,2024-10-05,completed
2642,2642,card,2371396,2023-09-17,completed
2643,2643,upi,2337520,2024-02-01,pending
2644,2644,card,418674,2026-07-30,completed
2645,2645,upi,984088,2023-10-27,completed
2646,2646,card,1055252,2023-01-20,completed
2647,2647,upi,805040,2025-01-19,completed
2648,2648,cash,180512,2024-07-31,completed
2649,2649,cash,2366248,2024-10-04,completed
2650,2650,card,173307,2025-01-09,completed
2651,2651,upi,29468,2025-08-15,completed
2652,2652,upi,481572,2023-07-27,failed
2653,2653,cash,50874,2023-04-23,return
2654,2654,card,1439647,2025-10-09,failed
2655,2655,cash,2148502,2023-06-21,pending
2656,2656,card,290736,2023-12-11,pending
2657,2657,card,1787953,2024-03-17,completed
2658,2658,upi,616318,2023-01-24,completed
2659,2659,upi,191978,2024-12-18,completed
2660,2660,cash,2242902,2025-08-13,completed
2661,2661,card,529524,2024-02-04,completed
2662,2662,upi,520575,2023-02-11,completed
2663,2663,cash,119095,2023-05-09,completed
2664,2664,card,170169,2025-07-09,completed
2665,2665,cash,226495,2025-12-29,completed
2666,2666,cash,242878,2026-01-16,completed
2667,2667,card,358290,2023-11-17,completed
2668,2668,cash,359851,2023-04-21,pending
2669,2669,cash,1072171,2025-07-23,completed
2670,2670,card,294069,2023-06-01,pending
2671,2671,upi,573720,2025-11-19,completed
2672,2672,card,159440,2026-05-04,completed
2673,2673,cash,2619717,2025-09-28,failed
2674,2674,card,271620,2025-06-08,completed
2675,2675,upi,582204,2025-02-13,completed
2676,2676,upi,577524,2024-11-02,completed
2677,2677,upi,461412,2023-11-15,completed
2678,2678,card,806684,2024-02-04,completed
2679,2679,card,981748,2023-03-30,completed
2680,2680,upi,1520516,2025-11-12,completed
2681,2681,card,50592,2025-08-17,completed
2682,2682,upi,1747001,2023-01-28,completed
2683,2683,upi,1443688,2024-03-27,completed
2684,2684,cash,91357,2025-03-16,completed
2685,2685,upi,1531797,2023-01-22,completed
2686,2686,card,51489,2024-01-27,completed
2687,2687,upi,1014392,2024-05-15,completed
2688,2688,card,442766,2025-06-16,failed
2689,2689,cash,31226,2026-02-20,completed
2690,2690,card,762979,2023-09-25,completed
2691,2691,upi,114199,2025-01-30,completed
2692,2692,card,539843,2025-12-09,pending
2693,2693,upi,2429347,2026-01-07,return
2694,2694,upi,1412034,2024-10-23,completed
2695,2695,upi,66514,2025-04-17,completed
2696,2696,card,810928,2023-12-21,completed
2697,2697,card,471530,2025-04-20,completed
2698,2698,cash,51930,2026-01-07,pending
2699,2699,cash,756690,2025-12-17,completed
2700,2700,upi,74004,2025-03-20,pending
2701,2701,card,202157,2023-10-13,completed
2702,2702,upi,1807005,2023-06-28,completed
2703,2703,cash,1179452,2024-11-23,failed
2704,2704,cash,864891,2024-09-26,completed
2705,2705,card,223580,2024-12-20,completed
2706,2706,cash,1888385,2023-06-08,completed
2707,2707,cash,6014,2024-01-29,completed
2708,2708,cash,747631,2025-11-10,pending
2709,2709,cash,333436,2025-12-14,completed
2710,2710,card,287113,2024-11-20,completed
2711,2711,upi,444709,2024-09-04,pending
2712,2712,card,230847,2024-06-26,completed
2713,2713,cash,284738,2023-04-19,completed
2714,2714,upi,962835,2023-01-30,completed
2715,2715,card,543000,2024-10-12,pending
2716,2716,cash,33950,2024-08-15,pending
2717,2717,cash,1098676,2024-02-11,pending
2718,2718,upi,96826,2025-05-13,failed
2719,2719,cash,136505,2024-02-10,completed
2720,2720,card,349155,2024-11-27,completed
2721,2721,upi,289910,2024-05-09,failed
2722,2722,card,216784,2025-11-12,completed
2723,2723,upi,865416,2025-08-02,completed
2724,2724,upi,308296,2025-08-27,completed
2725,2725,cash,846057,2026-06-24,return
2726,2726,upi,152508,2023-02-08,completed
2727,2727,upi,221786,2025-08-08,completed
2728,2728,cash,1056539,2025-01-18,completed
2729,2729,card,712602,2026-01-06,completed
2730,2730,card,110148,2025-04-20,completed
2731,2731,cash,1728735,2023-05-31,completed
2732,2732,upi,233374,2025-09-18,pending
2733,2733,cash,657440,2023-10-18,completed
2734,2734,card,744129,2025-03-18,completed
2735,2735,card,2180925,2024-10-05,completed
2736,2736,card,1047598,2023-03-10,pending
2737,2737,cash,831169,2025-07-23,completed
2738,2738,cash,176580,2023-02-12,completed
2739,2739,cash,382480,2023-06-03,completed
2740,2740,upi,262163,2024-05-11,completed
2741,2741,upi,828535,2023-02-27,completed
2742,2742,upi,349988,2024-08-18,completed
2743,2743,upi,283615,2025-10-27,completed
2744,2744,upi,1869368,2025-11-02,completed
2745,2745,cash,109570,2024-06-22,completed
2746,2746,cash,193665,2024-07-20,completed
2747,2747,upi,2719504,2023-08-23,completed
2748,2748,card,613314,2025-01-13,completed
2749,2749,upi,2568063,2023-09-26,completed
2750,2750,cash,724187,2025-12-28,completed
2751,2751,upi,463020,2024-06-09,completed
2752,2752,upi,844108,2026-01-29,completed
2753,2753,upi,1030017,2025-02-22,failed
2754,2754,upi,157239,2023-03-19,completed
2755,2755,card,116263,2023-05-24,completed
2756,2756,card,351382,2025-12-09,completed
2757,2757,card,1050668,2026-03-09,completed
2758,2758,card,109003,2025-12-07,completed
2759,2759,upi,315448,2023-09-30,completed
2760,2760,upi,684546,2023-12-16,completed
2761,2761,upi,1311480,2024-09-10,completed
2762,2762,cash,973346,2023-01-01,completed
2763,2763,card,1856869,2024-07-09,pending
2764,2764,cash,217785,2024-11-16,completed
2765,2765,card,151640,2025-12-30,return
2766,2766,card,348085,2024-12-20,completed
2767,2767,card,457242,2023-08-13,completed
2768,2768,card,127808,2025-03-22,completed
2769,2769,cash,1106481,2024-10-22,completed
2770,2770,upi,110380,2024-07-02,completed
2771,2771,cash,1167900,2024-02-22,completed
2772,2772,card,458937,2023-02-28,completed
2773,2773,upi,190835,2026-05-21,completed
2774,2774,upi,814346,2025-09-09,failed
2775,2775,card,492836,2026-01-13,completed
2776,2776,card,1200586,2025-05-15,completed
2777,2777,upi,1239354,2024-04-21,completed
2778,2778,upi,682556,2026-05-16,completed
2779,2779,card,1524346,2025-05-30,failed
2780,2780,upi,136049,2026-02-21,completed
2781,2781,cash,469243,2025-11-01,completed
2782,2782,cash,755044,2024-08-19,completed
2783,2783,upi,498728,2026-01-14,completed
2784,2784,cash,421313,2024-04-12,completed
2785,2785,card,537665,2024-05-03,completed
2786,2786,cash,607392,2025-05-01,completed
2787,2787,upi,24516,2025-07-23,completed
2788,2788,card,341133,2024-12-07,completed
2789,2789,cash,301788,2026-05-14,completed
2790,2790,cash,1238220,2026-07-10,completed
2791,2791,card,1184896,2024-07-21,completed
2792,2792,card,1339981,2024-11-26,completed
2793,2793,cash,1597943,2024-01-01,completed
2794,2794,upi,1088648,2026-03-03,completed
2795,2795,cash,24516,2025-12-01,return
2796,2796,card,200446,2025-07-12,failed
2797,2797,card,473366,2025-10-11,completed
2798,2798,cash,1101113,2024-03-11,completed
2799,2799,card,797276,2024-11-27,completed
2800,2800,cash,1280317,2023-11-08,completed
2801,2801,card,852293,2024-07-11,completed
2802,2802,cash,1927845,2025-11-27,completed
2803,2803,cash,105876,2023-03-16,completed
2804,2804,upi,1366719,2025-10-21,completed
2805,2805,card,1507135,2024-09-01,return
2806,2806,card,489820,2025-03-06,completed
2807,2807,upi,786130,2025-04-05,pending
2808,2808,upi,555507,2024-06-01,completed
2809,2809,card,689881,2026-01-02,completed
2810,2810,cash,483510,2025-08-28,completed
2811,2811,card,390100,2023-06-27,completed
2812,2812,card,167700,2025-10-07,completed
2813,2813,card,363695,2024-09-25,completed
2814,2814,cash,1799927,2025-07-09,failed
2815,2815,upi,656996,2023-07-14,completed
2816,2816,card,874766,2024-10-18,completed
2817,2817,upi,2799690,2025-03-26,completed
2818,2818,upi,141296,2023-06-03,pending
2819,2819,upi,867252,2026-07-10,completed
2820,2820,cash,147791,2024-03-24,completed
2821,2821,card,7240,2026-07-26,pending
2822,2822,upi,1164203,2025-06-20,completed
2823,2823,upi,775697,2023-03-20,pending
2824,2824,card,1951798,2023-05-19,completed
2825,2825,upi,91572,2024-12-27,pending
2826,2826,upi,273993,2023-03-17,pending
2827,2827,upi,2066157,2024-06-28,pending
2828,2828,card,964513,2026-06-12,failed
2829,2829,card,26488,2023-02-01,failed
2830,2830,upi,564212,2026-04-11,completed
2831,2831,upi,2263817,2026-06-28,failed
2832,2832,cash,827095,2026-04-29,completed
2833,2833,upi,1866539,2023-10-27,pending
2834,2834,upi,59916,2024-06-18,pending
2835,2835,card,1031334,2025-12-08,completed
2836,2836,card,225928,2024-07-02,completed
2837,2837,cash,75380,2023-10-26,completed
2838,2838,cash,688017,2023-05-25,failed
2839,2839,upi,552399,2023-11-02,completed
2840,2840,cash,1437071,2024-12-18,completed
2841,2841,card,1579682,2023-05-21,completed
2842,2842,upi,103202,2025-06-03,completed
2843,2843,cash,119124,2026-06-01,completed
2844,2844,upi,59562,2024-10-07,return
2845,2845,upi,438349,2023-07-23,completed
2846,2846,upi,193619,2026-04-13,completed
2847,2847,card,364800,2024-05-31,completed
2848,2848,card,1522535,2025-01-31,completed
2849,2849,upi,1109799,2024-01-24,failed
2850,2850,card,195943,2026-02-01,completed
2851,2851,cash,326939,2025-03-27,completed
2852,2852,card,686425,2025-03-19,completed
2853,2853,card,679291,2023-08-08,completed
2854,2854,cash,424159,2023-01-28,failed
2855,2855,cash,1193126,2025-03-14,failed
2856,2856,upi,324578,2023-01-16,pending
2857,2857,card,275652,2024-05-17,completed
2858,2858,card,105836,2026-03-20,completed
2859,2859,card,1025316,2023-05-23,pending
2860,2860,upi,1260944,2023-07-01,completed
2861,2861,upi,751653,2024-12-07,completed
2862,2862,upi,145525,2023-02-01,completed
2863,2863,card,1282537,2024-07-05,completed
2864,2864,cash,1418159,2026-06-29,completed
2865,2865,upi,120537,2024-04-25,completed
2866,2866,cash,2185090,2025-11-18,completed
2867,2867,card,502497,2023-09-30,completed
2868,2868,card,774209,2024-07-18,completed
2869,2869,upi,1351817,2023-08-26,completed
2870,2870,cash,567888,2023-07-19,failed
2871,2871,upi,500976,2025-07-14,completed
2872,2872,upi,616241,2023-12-27,completed
2873,2873,upi,43648,2026-03-19,completed
2874,2874,cash,854871,2023-11-04,completed
2875,2875,upi,637499,2024-04-30,pending
2876,2876,upi,151870,2026-01-08,completed
2877,2877,upi,938471,2025-11-02,return
2878,2878,cash,625587,2023-07-12,completed
2879,2879,card,990352,2024-11-29,completed
2880,2880,upi,719001,2024-11-12,completed
2881,2881,cash,677500,2026-01-24,completed
2882,2882,upi,1178882,2024-05-19,pending
2883,2883,upi,629142,2023-10-30,completed
2884,2884,upi,1420996,2025-03-10,completed
2885,2885,cash,774060,2026-03-03,pending
2886,2886,card,143311,2025-07-10,completed
2887,2887,upi,315258,2023-04-06,failed
2888,2888,card,350804,2025-10-13,return
2889,2889,upi,556542,2023-05-24,completed
2890,2890,cash,356674,2024-11-21,completed
2891,2891,cash,1408420,2023-10-22,completed
2892,2892,card,615570,2023-02-03,completed
2893,2893,upi,162586,2023-08-22,completed
2894,2894,upi,2133885,2023-03-06,completed
2895,2895,upi,120184,2025-07-25,failed
2896,2896,upi,759487,2024-09-14,failed
2897,2897,card,1856943,2026-06-24,completed
2898,2898,upi,249355,2025-11-01,completed
2899,2899,upi,464132,2025-08-30,completed
2900,2900,upi,1050185,2024-06-06,completed
2901,2901,card,935036,2024-03-24,completed
2902,2902,cash,565176,2023-10-09,completed
2903,2903,cash,66945,2025-08-30,completed
2904,2904,upi,3514420,2026-04-01,failed
2905,2905,card,1158024,2024-06-13,completed
2906,2906,cash,341444,2024-06-26,completed
2907,2907,card,733395,2025-06-13,completed
2908,2908,cash,177922,2026-01-13,completed
2909,2909,card,259307,2024-04-22,completed
2910,2910,cash,535750,2025-07-25,completed
2911,2911,cash,222783,2026-02-27,pending
2912,2912,upi,989349,2023-01-22,completed
2913,2913,upi,173828,2024-09-12,completed
2914,2914,cash,469408,2024-10-19,completed
2915,2915,cash,169587,2025-04-30,completed
2916,2916,card,277761,2025-12-24,completed
2917,2917,upi,128064,2024-08-14,completed
2918,2918,upi,1115671,2025-07-24,failed
2919,2919,upi,644343,2023-04-17,completed
2920,2920,card,463011,2025-02-02,completed
2921,2921,card,440421,2025-07-10,completed
2922,2922,upi,750508,2026-01-18,failed
2923,2923,cash,894889,2024-12-15,return
2924,2924,cash,592995,2026-03-02,completed
2925,2925,upi,352701,2025-04-01,completed
2926,2926,card,264692,2025-12-27,completed
2927,2927,upi,378494,2024-04-25,completed
2928,2928,card,648375,2026-04-22,completed
2929,2929,cash,115460,2024-03-18,completed
2930,2930,upi,829294,2024-06-10,completed
2931,2931,upi,1035638,2026-03-02,completed
2932,2932,card,1954656,2023-07-20,pending
2933,2933,upi,106996,2023-04-26,completed
2934,2934,upi,769304,2024-10-28,completed
2935,2935,card,638124,2023-12-26,completed
2936,2936,cash,3247143,2023-01-31,completed
2937,2937,upi,1628588,2023-02-17,completed
2938,2938,upi,200328,2025-05-01,completed
2939,2939,cash,885287,2023-08-31,completed
2940,2940,cash,259705,2024-09-12,completed
2941,2941,card,46845,2025-05-02,completed
2942,2942,cash,220996,2026-03-27,completed
2943,2943,card,1431956,2026-01-26,completed
2944,2944,upi,634210,2023-05-02,pending
2945,2945,card,338738,2023-09-21,failed
2946,2946,upi,680194,2025-04-11,completed
2947,2947,upi,39335,2023-03-17,return
2948,2948,cash,1180944,2025-10-29,completed
2949,2949,card,255718,2023-07-26,completed
2950,2950,upi,1166146,2024-05-06,return
2951,2951,upi,747495,2023-01-29,completed
2952,2952,card,276330,2024-03-03,completed
2953,2953,cash,790374,2023-11-14,completed
2954,2954,card,391548,2023-05-04,completed
2955,2955,cash,1605081,2024-11-17,completed
2956,2956,cash,507318,2026-04-01,completed
2957,2957,upi,139467,2023-02-02,return
2958,2958,upi,1136456,2024-02-05,return
2959,2959,upi,139970,2023-06-21,completed
2960,2960,upi,145101,2024-07-31,completed
2961,2961,upi,2179373,2023-06-15,completed
2962,2962,card,504107,2023-07-04,failed
2963,2963,upi,353761,2025-12-01,completed
2964,2964,card,267212,2024-03-19,failed
2965,2965,cash,2214475,2024-11-09,completed
2966,2966,upi,444837,2025-05-22,completed
2967,2967,upi,165019,2026-07-25,completed
2968,2968,card,783198,2023-04-07,completed
2969,2969,card,204924,2024-06-02,return
2970,2970,upi,803882,2026-04-23,failed
2971,2971,card,772254,2023-06-03,completed
2972,2972,cash,544474,2025-07-15,completed
2973,2973,card,1082687,2025-01-08,completed
2974,2974,cash,113684,2023-06-27,completed
2975,2975,card,592942,2026-07-15,completed
2976,2976,card,593417,2024-03-08,pending
2977,2977,cash,1473799,2025-06-06,failed
2978,2978,upi,1499695,2023-05-15,completed
2979,2979,upi,390214,2023-12-10,completed
2980,2980,card,54396,2023-06-08,completed
2981,2981,upi,472435,2024-01-22,failed
2982,2982,upi,66948,2025-03-20,completed
2983,2983,cash,495342,2024-10-25,completed
2984,2984,card,231842,2025-08-28,failed
2985,2985,cash,226439,2023-02-07,completed
2986,2986,upi,988031,2023-06-11,completed
2987,2987,upi,936661,2023-09-03,completed
2988,2988,upi,203369,2025-02-26,completed
2989,2989,card,516291,2025-03-15,completed
2990,2990,card,1407678,2026-06-13,completed
2991,2991,upi,1483019,2023-06-10,failed
2992,2992,upi,1767352,2025-04-30,completed
2993,2993,cash,1299120,2025-04-14,return
2994,2994,cash,359766,2025-11-27,completed
2995,2995,upi,2272483,2025-09-07,completed
2996,2996,upi,127548,2023-10-29,completed
2997,2997,upi,902057,2025-08-08,completed
2998,2998,card,634204,2025-04-24,completed
2999,2999,card,469625,2023-01-15,completed
3000,3000,upi,239950,2023-01-25,completed
3001,3001,upi,1223122,2024-01-16,completed
3002,3002,card,42044,2024-08-14,failed
3003,3003,upi,163966,2023-08-06,failed
3004,3004,upi,182438,2023-12-12,completed
3005,3005,upi,284803,2026-04-29,completed
3006,3006,cash,353870,2025-10-17,completed
3007,3007,upi,69492,2023-10-05,completed
3008,3008,cash,1751581,2025-02-15,completed
3009,3009,upi,475717,2026-04-06,pending
3010,3010,upi,250689,2025-07-11,completed
3011,3011,cash,331690,2024-11-11,completed
3012,3012,card,752230,2026-06-07,completed
3013,3013,card,113700,2025-06-17,return
3014,3014,upi,414826,2023-05-10,completed
3015,3015,card,140145,2024-07-14,completed
3016,3016,cash,454920,2025-09-07,completed
3017,3017,card,590568,2025-05-12,completed
3018,3018,cash,1027960,2026-06-04,completed
3019,3019,card,505851,2026-03-16,completed
3020,3020,upi,790590,2024-09-16,completed
3021,3021,upi,228676,2024-06-22,completed
3022,3022,cash,1150744,2023-09-13,completed
3023,3023,cash,317340,2025-11-07,completed
3024,3024,card,862391,2023-07-26,completed
3025,3025,card,575445,2023-08-16,failed
3026,3026,card,503450,2025-01-13,pending
3027,3027,upi,352701,2023-06-24,completed
3028,3028,cash,111129,2024-12-17,pending
3029,3029,upi,505906,2024-11-28,pending
3030,3030,upi,154496,2023-01-11,return
3031,3031,card,1151518,2024-04-28,pending
3032,3032,upi,2020230,2023-08-28,completed
3033,3033,card,1453557,2023-12-30,completed
3034,3034,card,880276,2024-04-06,completed
3035,3035,card,411546,2024-08-15,completed
3036,3036,cash,152194,2024-04-19,completed
3037,3037,upi,113684,2025-12-11,completed
3038,3038,upi,2747769,2023-12-09,failed
3039,3039,upi,723638,2024-01-24,completed
3040,3040,upi,2348285,2026-03-29,pending
3041,3041,card,1287443,2025-12-30,failed
3042,3042,cash,392506,2023-02-23,failed
3043,3043,card,18972,2023-07-01,completed
3044,3044,cash,385288,2023-02-25,completed
3045,3045,card,176723,2024-06-13,completed
3046,3046,upi,4644,2026-07-02,pending
3047,3047,card,821397,2024-12-04,completed
3048,3048,card,50045,2023-04-06,completed
3049,3049,card,1218036,2025-02-17,failed
3050,3050,upi,92568,2023-03-01,completed
3051,3051,cash,1621454,2024-12-29,return
3052,3052,upi,290046,2025-03-04,completed
3053,3053,card,50592,2023-08-03,completed
3054,3054,cash,727620,2026-07-02,failed
3055,3055,upi,1387108,2024-02-12,pending
3056,3056,upi,114830,2024-10-28,completed
3057,3057,upi,186578,2025-05-02,completed
3058,3058,cash,3250015,2023-10-22,pending
3059,3059,upi,378996,2026-06-21,completed
3060,3060,upi,1093889,2023-08-11,completed
3061,3061,upi,14619,2025-11-14,completed
3062,3062,upi,775312,2023-11-09,failed
3063,3063,cash,186100,2023-03-19,completed
3064,3064,upi,1506148,2025-09-02,failed
3065,3065,upi,963820,2025-05-04,pending
3066,3066,card,71514,2026-02-22,completed
3067,3067,card,61787,2023-09-30,pending
3068,3068,card,2951110,2023-07-30,completed
3069,3069,upi,462338,2025-07-28,completed
3070,3070,upi,16165,2025-12-03,completed
3071,3071,cash,10196,2025-05-03,completed
3072,3072,cash,693871,2024-04-25,completed
3073,3073,card,300431,2023-07-02,completed
3074,3074,card,1258717,2025-03-23,completed
3075,3075,upi,441386,2025-08-24,pending
3076,3076,card,1084305,2024-07-23,completed
3077,3077,card,405929,2026-03-23,pending
3078,3078,card,1170461,2024-11-14,completed
3079,3079,cash,207493,2024-08-10,failed
3080,3080,upi,1320165,2025-06-09,completed
3081,3081,card,771324,2023-10-12,pending
